Date,PM2.5 Mean
2022-08-07,9.283448275862069
2022-08-08,9.20405172413793
2022-08-09,9.124655172413792
2022-08-10,9.045258620689655
2022-08-11,8.965862068965517
2022-08-12,8.886465517241378
2022-08-13,8.80706896551724
2022-08-14,8.727672413793103
2022-08-15,8.648275862068965
2022-08-16,8.568879310344826
2022-08-17,8.489482758620689
2022-08-18,8.410086206896551
2022-08-19,8.330689655172414
2022-08-20,8.251293103448274
2022-08-21,8.171896551724137
2022-08-22,8.0925
2022-08-23,8.013103448275862
2022-08-24,7.9337068965517235
2022-08-25,7.854310344827585
2022-08-26,7.7749137931034475
2022-08-27,7.695517241379309
2022-08-28,7.616120689655172
2022-08-29,7.536724137931033
2022-08-30,7.457327586206896
2022-08-31,7.377931034482758
2022-09-01,7.29853448275862
2022-09-02,7.219137931034482
2022-09-03,7.139741379310344
2022-09-04,7.060344827586206
2022-09-05,6.980948275862068
2022-09-06,6.9015517241379305
2022-09-07,6.822155172413792
2022-09-08,6.742758620689655
2022-09-09,6.663362068965516
2022-09-10,6.583965517241379
2022-09-11,6.50456896551724
2022-09-12,6.425172413793103
2022-09-13,6.345775862068964
2022-09-14,6.266379310344827
2022-09-15,6.1869827586206885
2022-09-16,6.107586206896551
2022-09-17,6.028189655172413
2022-09-18,5.948793103448275
2022-09-19,5.869396551724137
2022-09-20,5.79
2022-09-21,19.0
2022-09-22,21.5
2022-09-23,5.61
2022-09-24,11.3
2022-09-25,64.0
2022-09-26,74.0
2022-09-27,79.2
2022-09-28,69.9
2022-09-29,82.9
2022-09-30,93.7
2022-10-01,59.7
2022-10-02,9.83
2022-10-03,6.0
2022-10-04,3.58
2022-10-05,9.5
2022-10-06,22.6
2022-10-07,55.5
2022-10-08,62.9
2022-10-09,3.13
2022-10-10,5.42
2022-10-11,16.6
2022-10-12,49.0
2022-10-13,86.5
2022-10-14,116.0
2022-10-15,126.0
2022-10-16,7.0
2022-10-17,4.39
2022-10-18,10.2
2022-10-19,41.7
2022-10-20,80.0
2022-10-21,104.0
2022-10-22,20.4
2022-10-23,71.69999999999999
2022-10-24,123.0
2022-10-25,123.0
2022-10-26,98.9
2022-10-27,6.67
